2021-04-03 16:35:20,147 - root - ERROR - 2021-04-03 16:35:20	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

2021-04-03 16:35:45,214 - root - ERROR - 2021-04-03 16:35:45	evaluate_jsvar js95424d9c945711eb92192cf05d988905448981 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 16:35:45,223 - root - ERROR - 2021-04-03 16:35:45	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

2021-04-03 16:35:45,224 - root - ERROR - 2021-04-03 16:35:45	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

2021-04-03 16:35:45,224 - root - ERROR - 2021-04-03 16:35:45	innerText	js95424d9c945711eb92192cf05d988905448981.snapshotItem(0).innerText='我是你爸爸'

2021-04-03 16:35:45,224 - root - ERROR - 2021-04-03 16:35:45	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'string', 'value': '我是你爸爸'}}}}

2021-04-03 16:36:58,427 - root - ERROR - 2021-04-03 16:36:58	evaluate_jsvar jsc0e5b000945711eb80b02cf05d988905669999 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 16:36:58,436 - root - ERROR - 2021-04-03 16:36:58	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

2021-04-03 16:36:58,436 - root - ERROR - 2021-04-03 16:36:58	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

2021-04-03 16:36:58,437 - root - ERROR - 2021-04-03 16:36:58	innerText	jsc0e5b000945711eb80b02cf05d988905669999.snapshotItem(0).innerText='我是超人'

2021-04-03 16:36:58,437 - root - ERROR - 2021-04-03 16:36:58	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'string', 'value': '我是超人'}}}}

2021-04-03 16:38:58,781 - root - ERROR - 2021-04-03 16:38:58	evaluate_jsvar js08a23878945811ebaf9a2cf05d988905781028 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 16:38:58,790 - root - ERROR - 2021-04-03 16:38:58	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

2021-04-03 16:38:58,791 - root - ERROR - 2021-04-03 16:38:58	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

2021-04-03 16:38:58,791 - root - ERROR - 2021-04-03 16:38:58	innerText	js08a23878945811ebaf9a2cf05d988905781028.snapshotItem(0).innerText='我是超人'

2021-04-03 16:38:58,792 - root - ERROR - 2021-04-03 16:38:58	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'string', 'value': '我是超人'}}}}

2021-04-03 16:39:33,669 - root - ERROR - 2021-04-03 16:39:33	evaluate_jsvar js1d6dcc1c945811ebbd222cf05d988905797264 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 16:39:33,678 - root - ERROR - 2021-04-03 16:39:33	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

2021-04-03 16:39:33,679 - root - ERROR - 2021-04-03 16:39:33	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

